,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,Day_Perc_Change,Trend
335,2018-06-26,1691.09,1672.37,1701.57,1663.34,4.39,6,2018,0.01841602881042559,Slight or No change
336,2018-06-25,1663.15,1702.51,1705.0,1646.31,7.51,6,2018,-0.016521888249590444,Slight or No change
337,2018-06-22,1715.67,1742.62,1743.0,1711.9,4.08,6,2018,0.031578630911222705,Slight or No change
338,2018-06-21,1730.22,1760.0,1763.1,1717.56,4.94,6,2018,0.008480651873612022,Slight or No change
339,2018-06-20,1750.08,1742.5,1762.93,1741.36,4.33,6,2018,0.011478309116759622,Slight or No change
340,2018-06-19,1734.78,1709.04,1736.11,1700.39,4.29,6,2018,-0.008742457487657673,Slight or No change
341,2018-06-18,1723.79,1706.26,1726.74,1702.56,3.11,6,2018,-0.006335097245760313,Slight or No change
342,2018-06-15,1715.97,1714.0,1720.87,1708.52,4.78,6,2018,-0.004536515468821611,Slight or No change
343,2018-06-14,1723.86,1713.48,1724.8,1708.87,3.17,6,2018,0.004597982482211105,Slight or No change
344,2018-06-13,1704.86,1702.81,1713.75,1700.12,3.33,6,2018,-0.011021776710405717,Slight or No change
345,2018-06-12,1698.75,1693.0,1699.51,1691.52,2.26,6,2018,-0.0035838719894888404,Slight or No change
346,2018-06-11,1689.12,1681.51,1694.24,1680.59,2.34,6,2018,-0.005668874172185534,Slight or No change
347,2018-06-08,1683.99,1681.12,1689.44,1673.01,2.96,6,2018,-0.0030370843989768748,Slight or No change
348,2018-06-07,1689.3,1698.56,1699.9,1676.11,3.77,6,2018,0.003153225375447599,Slight or No change
349,2018-06-06,1695.75,1704.51,1714.5,1686.47,5.47,6,2018,0.0038181495293909684,Slight or No change
350,2018-06-05,1696.35,1672.99,1699.0,1670.06,4.78,6,2018,0.0003538257408226553,Slight or No change
351,2018-06-04,1665.27,1648.9,1665.68,1645.49,3.19,6,2018,-0.018321690688831826,Slight or No change
352,2018-06-01,1641.54,1637.03,1646.73,1635.09,3.31,6,2018,-0.014249941450935943,Slight or No change
353,2018-05-31,1629.62,1623.0,1635.0,1621.35,3.17,5,2018,-0.007261473981748923,Slight or No change
354,2018-05-30,1624.89,1618.1,1626.0,1612.93,2.91,5,2018,-0.0029025171512375714,Slight or No change
355,2018-05-29,1612.87,1600.71,1621.79,1600.15,3.85,5,2018,-0.0073974238256129254,Slight or No change
356,2018-05-25,1610.15,1603.0,1614.12,1600.45,2.7,5,2018,-0.0016864347405555202,Slight or No change
357,2018-05-24,1603.07,1598.03,1608.24,1588.38,3.43,5,2018,-0.004397105859702655,Slight or No change
358,2018-05-23,1601.86,1571.05,1601.86,1566.34,3.36,5,2018,-0.0007548017241917337,Slight or No change
359,2018-05-22,1581.4,1589.89,1589.89,1575.25,2.12,5,2018,-0.012772651792291367,Slight or No change
360,2018-05-21,1585.46,1585.0,1592.05,1575.0,2.93,5,2018,0.00256734539016068,Slight or No change
361,2018-05-18,1574.37,1581.33,1583.59,1572.1,2.64,5,2018,-0.006994815384809505,Slight or No change
362,2018-05-17,1581.76,1580.56,1594.04,1573.0,2.15,5,2018,0.00469394106849097,Slight or No change
363,2018-05-16,1587.28,1577.5,1594.43,1576.67,2.57,5,2018,0.0034897835322678095,Slight or No change
364,2018-05-15,1576.12,1587.81,1587.8,1565.22,5.08,5,2018,-0.007030895620180444,Slight or No change
365,2018-05-14,1601.54,1604.0,1611.18,1600.05,2.51,5,2018,0.016128213587798035,Slight or No change
366,2018-05-11,1602.91,1610.99,1611.1,1597.89,2.26,5,2018,0.0008554266518476794,Slight or No change
367,2018-05-10,1609.08,1608.47,1615.6,1603.44,2.82,5,2018,0.00384924917805729,Slight or No change
368,2018-05-09,1608.0,1600.0,1608.0,1592.0,3.64,5,2018,-0.0006711909911253366,Slight or No change
369,2018-05-08,1592.39,1595.0,1596.88,1582.51,3.07,5,2018,-0.009707711442786038,Slight or No change
370,2018-05-07,1600.14,1589.34,1606.95,1587.83,3.8,5,2018,0.004866898184489932,Slight or No change
371,2018-05-04,1580.95,1562.45,1584.9,1562.19,3.44,5,2018,-0.011992700638694176,Slight or No change
372,2018-05-03,1572.08,1560.01,1574.8,1546.02,4.25,5,2018,-0.0056105506182991816,Slight or No change
373,2018-05-02,1569.68,1580.98,1588.5,1566.36,4.36,5,2018,-0.001526639865655599,Slight or No change
374,2018-05-01,1582.26,1563.22,1585.0,1552.18,4.57,5,2018,0.008014372356148991,Slight or No change
375,2018-04-30,1566.13,1582.5,1596.0,1560.94,5.46,4,2018,-0.010194279069179468,Slight or No change
376,2018-04-27,1572.62,1634.01,1638.1,1567.39,13.05,4,2018,0.004143972722570721,Slight or No change
377,2018-04-26,1517.96,1485.01,1529.42,1478.5,8.8,4,2018,-0.03475728402284073,Slight or No change
378,2018-04-25,1460.17,1458.0,1469.99,1415.02,6.59,4,2018,-0.03807083190597904,Slight or No change
379,2018-04-24,1460.09,1535.8,1539.5,1448.45,7.49,4,2018,-5.4788141106931754e-05,Slight or No change
380,2018-04-23,1517.86,1546.69,1548.0,1503.41,4.47,4,2018,0.03956605414734704,Slight or No change
381,2018-04-20,1527.49,1561.2,1561.2,1516.09,5.54,4,2018,0.006344458645725082,Slight or No change
382,2018-04-19,1556.91,1543.22,1568.52,1539.06,6.52,4,2018,0.01926035522327485,Slight or No change
383,2018-04-18,1527.84,1514.65,1533.8,1504.11,5.23,4,2018,-0.018671599514422876,Slight or No change
384,2018-04-17,1503.83,1462.3,1507.19,1457.02,5.11,4,2018,-0.015714996334694753,Slight or No change
385,2018-04-16,1441.5,1445.0,1447.0,1427.48,2.81,4,2018,-0.041447504039685334,Slight or No change
386,2018-04-13,1430.79,1449.13,1459.78,1424.52,3.69,4,2018,-0.0074297606659730064,Slight or No change
387,2018-04-12,1448.5,1439.5,1452.12,1435.06,3.14,4,2018,0.012377777311834759,Slight or No change
388,2018-04-11,1427.05,1439.44,1448.78,1424.89,3.58,4,2018,-0.014808422506040753,Slight or No change
389,2018-04-10,1436.22,1431.99,1438.38,1415.7,4.28,4,2018,0.006425843523352404,Slight or No change
390,2018-04-09,1406.08,1425.03,1438.48,1402.57,4.21,4,2018,-0.020985642868084353,Slight or No change
391,2018-04-06,1405.23,1429.97,1452.5,1400.26,5.88,4,2018,-0.0006045175238961198,Slight or No change
392,2018-04-05,1451.75,1441.99,1459.56,1427.07,6.41,4,2018,0.03310490097706431,Slight or No change
393,2018-04-04,1410.57,1358.24,1415.39,1352.88,6.98,4,2018,-0.028365765455484748,Slight or No change
394,2018-04-03,1392.05,1391.38,1414.0,1355.33,10.23,4,2018,-0.013129444125424494,Slight or No change
395,2018-04-02,1371.99,1417.62,1421.36,1355.0,10.46,4,2018,-0.014410401925218141,Slight or No change
396,2018-03-29,1447.34,1406.0,1455.47,1365.2,12.58,3,2018,0.054920225366074105,Slight or No change
397,2018-03-28,1431.42,1447.0,1455.9,1386.17,13.71,3,2018,-0.010999488717232886,Slight or No change
398,2018-03-27,1497.05,1572.4,1575.96,1482.32,7.0,3,2018,0.04584957594556438,Slight or No change
399,2018-03-26,1555.86,1530.0,1556.99,1499.25,5.62,3,2018,0.03928392505260336,Slight or No change
400,2018-03-23,1495.56,1539.01,1549.02,1495.36,8.01,3,2018,-0.03875670047433566,Slight or No change
401,2018-03-22,1544.92,1565.47,1573.85,1542.4,6.32,3,2018,0.03300435957099701,Slight or No change
402,2018-03-21,1581.86,1586.45,1590.0,1563.17,4.75,3,2018,0.02391062320379045,Slight or No change
403,2018-03-20,1586.51,1550.34,1587.0,1545.41,4.58,3,2018,0.0029395774594465074,Slight or No change
404,2018-03-19,1544.93,1554.53,1561.66,1525.35,6.58,3,2018,-0.026208470164070796,Slight or No change
405,2018-03-16,1571.68,1583.45,1589.44,1567.5,5.43,3,2018,0.01731470034241034,Slight or No change
406,2018-03-15,1582.32,1595.0,1596.91,1578.11,4.07,3,2018,0.0067698259187620735,Slight or No change
407,2018-03-14,1591.0,1597.0,1606.44,1590.89,4.26,3,2018,0.005485616057434584,Slight or No change
408,2018-03-13,1588.18,1615.96,1617.54,1578.01,6.53,3,2018,-0.0017724701445631652,Slight or No change
409,2018-03-12,1598.39,1592.6,1605.33,1586.7,5.17,3,2018,0.006428742333992377,Slight or No change
410,2018-03-09,1578.89,1563.5,1578.94,1559.08,4.53,3,2018,-0.012199776024624742,Slight or No change
411,2018-03-08,1551.86,1550.0,1554.88,1545.25,3.86,3,2018,-0.017119622012933267,Slight or No change
412,2018-03-07,1545.0,1526.52,1545.9,1522.51,4.17,3,2018,-0.004420501849393577,Slight or No change
413,2018-03-06,1537.64,1533.2,1542.13,1528.0,4.56,3,2018,-0.004763754045307378,Slight or No change
414,2018-03-05,1523.61,1494.24,1525.38,1481.0,5.23,3,2018,-0.00912437241486963,Slight or No change
415,2018-03-02,1500.25,1469.1,1501.05,1455.01,6.59,3,2018,-0.015332007534736514,Slight or No change
416,2018-03-01,1493.45,1513.6,1518.49,1465.0,6.84,3,2018,-0.004532577903682666,Slight or No change
417,2018-02-28,1512.45,1519.51,1528.7,1512.0,4.52,2,2018,0.01272222036224857,Slight or No change
418,2018-02-27,1511.98,1524.5,1526.78,1507.21,4.81,2,2018,-0.0003107540745148629,Slight or No change
419,2018-02-26,1521.95,1509.2,1522.84,1507.0,4.95,2,2018,0.006594002566171486,Slight or No change
420,2018-02-23,1500.0,1495.34,1500.0,1486.5,4.42,2,2018,-0.014422287197345507,Slight or No change
421,2018-02-22,1485.34,1495.36,1502.54,1475.76,4.86,2,2018,-0.009773333333333412,Slight or No change
422,2018-02-21,1482.92,1485.0,1503.49,1478.92,6.3,2,2018,-0.001629256601182072,Slight or No change
423,2018-02-20,1468.35,1446.49,1488.77,1446.49,6.5,2,2018,-0.009825209721360695,Slight or No change
424,2018-02-16,1448.69,1457.37,1465.8,1446.56,4.47,2,2018,-0.013389178329417328,Slight or No change
425,2018-02-15,1461.76,1466.89,1468.94,1436.84,5.65,2,2018,0.00902194396316669,Slight or No change
426,2018-02-14,1451.05,1406.25,1452.06,1403.36,5.96,2,2018,-0.007326784150612942,Slight or No change
427,2018-02-13,1414.51,1385.93,1419.72,1383.53,5.92,2,2018,-0.025181764928844608,Slight or No change
428,2018-02-12,1386.23,1364.67,1393.81,1344.01,6.74,2,2018,-0.019992789022346913,Slight or No change
429,2018-02-09,1339.6,1373.49,1383.5,1265.93,14.14,2,2018,-0.03363799658065403,Slight or No change
430,2018-02-08,1350.5,1429.67,1433.75,1349.94,8.58,2,2018,0.00813675724096763,Slight or No change
431,2018-02-07,1416.78,1449.0,1460.99,1415.15,7.16,2,2018,0.04907811921510552,Slight or No change
432,2018-02-06,1442.84,1361.46,1443.99,1351.79,11.07,2,2018,0.018393822611838084,Slight or No change
433,2018-02-05,1390.0,1402.62,1458.98,1320.72,11.49,2,2018,-0.03662221729367077,Slight or No change
434,2018-02-02,1429.95,1477.39,1498.0,1414.0,11.13,2,2018,0.02874100719424466,Slight or No change
435,2018-02-01,1390.0,1445.0,1459.88,1385.14,9.11,2,2018,-0.027938039791601144,Slight or No change
436,2018-01-31,1450.89,1451.3,1472.58,1450.04,6.42,1,2018,0.04380575539568343,Slight or No change
437,2018-01-30,1437.82,1403.17,1439.25,1392.0,5.87,1,2018,-0.009008263893196755,Slight or No change
438,2018-01-29,1417.68,1409.18,1431.39,1400.44,5.7,1,2018,-0.014007316632123512,Slight or No change
439,2018-01-26,1402.05,1392.01,1402.53,1380.91,4.86,1,2018,-0.011025055019468488,Slight or No change
440,2018-01-25,1377.95,1368.0,1378.34,1357.62,4.75,1,2018,-0.017189115937377375,Slight or No change
441,2018-01-24,1357.51,1374.82,1388.16,1338.0,6.81,1,2018,-0.014833629667259318,Slight or No change
442,2018-01-23,1362.54,1338.09,1364.9,1337.34,5.17,1,2018,0.003705313404689381,Slight or No change
443,2018-01-22,1327.31,1297.17,1327.45,1296.66,4.14,1,2018,-0.02585612165514406,Slight or No change
444,2018-01-19,1294.58,1312.0,1313.0,1292.99,4.58,1,2018,-0.024658896565233457,Slight or No change
445,2018-01-18,1293.32,1293.95,1304.6,1284.02,4.03,1,2018,-0.0009732886341515812,Slight or No change
446,2018-01-17,1295.0,1312.24,1314.0,1280.88,5.25,1,2018,0.0012989824637368308,Slight or No change
447,2018-01-16,1304.86,1323.0,1339.94,1292.3,7.22,1,2018,0.007613899613899466,Slight or No change
448,2018-01-12,1305.2,1273.39,1305.76,1273.39,5.44,1,2018,0.0002605643517312739,Slight or No change
449,2018-01-11,1276.68,1259.74,1276.77,1256.46,3.13,1,2018,-0.021851057309224653,Slight or No change
450,2018-01-10,1254.33,1245.15,1254.33,1237.23,2.69,1,2018,-0.01750634458125777,Slight or No change
451,2018-01-09,1252.7,1256.9,1259.33,1241.76,3.66,1,2018,-0.001299498537067456,Slight or No change
452,2018-01-08,1246.87,1236.0,1253.08,1232.03,4.28,1,2018,-0.004653947473457487,Slight or No change
453,2018-01-05,1229.14,1217.51,1229.14,1210.0,3.54,1,2018,-0.014219605893156295,Slight or No change
454,2018-01-04,1209.59,1205.0,1215.87,1204.66,3.02,1,2018,-0.0159054298127147,Slight or No change
455,2018-01-03,1204.2,1188.3,1205.49,1188.3,3.11,1,2018,-0.004456055357600408,Slight or No change
456,2018-01-02,1189.01,1172.0,1190.0,1170.51,2.69,1,2018,-0.012614183690416891,Slight or No change
457,2017-12-29,1169.47,1182.35,1184.0,1167.5,2.69,12,2017,-0.01643383991724201,Slight or No change
458,2017-12-28,1186.1,1189.0,1190.1,1184.38,1.84,12,2017,0.014220116805048422,Slight or No change
459,2017-12-27,1182.26,1179.91,1187.29,1175.61,1.87,12,2017,-0.0032375010538739923,Slight or No change
460,2017-12-26,1176.76,1168.36,1178.32,1160.55,2.01,12,2017,-0.004652106981543835,Slight or No change
461,2017-12-22,1168.36,1172.08,1174.62,1167.83,1.59,12,2017,-0.007138243991978044,Slight or No change
462,2017-12-21,1174.76,1175.9,1179.17,1167.64,2.12,12,2017,0.0054777637029683746,Slight or No change
463,2017-12-20,1177.62,1190.5,1191.0,1176.0,2.37,12,2017,0.002434539820899584,Slight or No change
464,2017-12-19,1187.38,1189.15,1192.97,1179.14,2.59,12,2017,0.008287902719043672,Slight or No change
465,2017-12-18,1190.58,1187.37,1194.78,1180.91,2.95,12,2017,0.0026950091798749742,Slight or No change
466,2017-12-15,1179.14,1179.03,1182.75,1169.33,4.78,12,2017,-0.009608762115943303,Slight or No change
467,2017-12-14,1174.26,1163.71,1177.93,1162.45,3.21,12,2017,-0.004138609495055845,Slight or No change
468,2017-12-13,1164.13,1170.0,1170.87,1160.27,2.62,12,2017,-0.008626709587314485,Slight or No change
469,2017-12-12,1165.08,1166.51,1173.6,1161.61,2.24,12,2017,0.0008160600620203962,Slight or No change
470,2017-12-11,1168.92,1164.6,1169.9,1157.0,2.36,12,2017,0.003295911010402941,Slight or No change
471,2017-12-08,1162.0,1170.4,1172.79,1157.1,3.05,12,2017,-0.005919994524860583,Slight or No change
472,2017-12-07,1159.79,1156.59,1163.19,1151.0,2.51,12,2017,-0.0019018932874355077,Slight or No change
473,2017-12-06,1152.35,1137.99,1155.89,1136.08,2.85,12,2017,-0.006414954431405717,Slight or No change
474,2017-12-05,1141.57,1128.26,1159.27,1124.74,4.08,12,2017,-0.009354796719746594,Slight or No change
475,2017-12-04,1133.95,1173.85,1175.2,1128.0,5.93,12,2017,-0.0066750177387281395,Slight or No change
476,2017-12-01,1162.35,1172.05,1179.65,1152.0,4.11,12,2017,0.025045195996296066,Slight or No change
477,2017-11-30,1176.75,1167.1,1178.57,1160.0,4.51,11,2017,0.012388695315524556,Slight or No change
478,2017-11-29,1161.27,1194.8,1194.8,1145.19,9.26,11,2017,-0.013154875717017234,Slight or No change
479,2017-11-28,1193.6,1204.88,1205.34,1188.52,4.56,11,2017,0.027840209425887164,Slight or No change
480,2017-11-27,1195.83,1202.66,1213.41,1191.15,6.74,11,2017,0.0018682975871313623,Slight or No change
481,2017-11-24,1186.0,1160.7,1186.84,1160.7,3.53,11,2017,-0.008220231972771996,Slight or No change
482,2017-11-22,1156.16,1141.0,1160.27,1141.0,3.56,11,2017,-0.025160202360876793,Slight or No change
483,2017-11-21,1139.49,1132.86,1140.0,1128.2,2.48,11,2017,-0.014418419595903731,Slight or No change
484,2017-11-20,1126.31,1129.77,1133.42,1122.55,2.16,11,2017,-0.011566578030522523,Slight or No change
485,2017-11-17,1129.88,1138.28,1138.8,1125.81,2.41,11,2017,0.0031696424607792206,Slight or No change
486,2017-11-16,1137.29,1130.16,1138.16,1130.05,2.21,11,2017,0.006558218571883545,Slight or No change
487,2017-11-15,1126.69,1127.01,1131.75,1121.63,3.93,11,2017,-0.009320402008282769,Slight or No change
488,2017-11-14,1136.84,1130.11,1138.0,1123.89,3.14,11,2017,0.0090086891691592,Slight or No change
489,2017-11-13,1129.17,1123.0,1139.9,1122.34,2.92,11,2017,-0.006746771753280867,Slight or No change
490,2017-11-10,1125.35,1126.1,1131.75,1124.06,2.18,11,2017,-0.0033830158434957625,Slight or No change
491,2017-11-09,1129.13,1125.96,1129.62,1115.77,3.73,11,2017,0.003358954991780516,Slight or No change
492,2017-11-08,1132.88,1122.82,1135.54,1119.11,2.58,11,2017,0.003321141055502963,Slight or No change
493,2017-11-07,1123.17,1124.74,1130.6,1117.5,2.69,11,2017,-0.008571075489019142,Slight or No change
494,2017-11-06,1120.66,1109.15,1125.41,1108.77,3.38,11,2017,-0.0022347462984232402,Slight or No change
495,2017-11-03,1111.6,1091.15,1112.68,1088.52,3.75,11,2017,-0.008084521621187668,Slight or No change
496,2017-11-02,1094.22,1097.81,1101.93,1086.87,3.68,11,2017,-0.015635120546959258,Slight or No change
497,2017-11-01,1103.68,1105.4,1108.97,1096.74,3.76,11,2017,0.008645427793313898,Slight or No change
498,2017-10-31,1105.28,1109.0,1110.54,1101.12,3.48,10,2017,0.0014496955639315967,Slight or No change
499,2017-10-30,1110.85,1095.01,1122.79,1093.56,6.61,10,2017,0.005039447017950227,Slight or No change
500,2017-10-27,1100.95,1058.14,1105.58,1050.55,16.57,10,2017,-0.00891209434217033,Slight or No change
501,2017-10-26,972.43,980.33,982.9,968.55,5.62,10,2017,-0.116735546573414,Slight or No change
502,2017-10-25,972.91,978.0,984.44,966.24,3.03,10,2017,0.0004936087944633627,Slight or No change
